File Path,Label
D:\deepfake-detector\data\frames\real\939\939_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\478_506\478_506_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\739_865\739_865_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\689_690\689_690_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\350_349\350_349_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\425\425_frame0.jpg,REAL
D:\deepfake-detector\data\frames\real\252\252_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\243_156\243_156_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\015\015_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\480_389\480_389_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\496\496_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\409\409_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\209\209_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\783_916\783_916_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\146\146_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\117\117_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\206\206_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\156_243\156_243_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\411_410\411_410_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\778\778_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\766_761\766_761_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\972\972_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\531_549\531_549_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\029_048\029_048_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\020_344\020_344_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\736_785\736_785_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\308_388\308_388_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\141\141_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\517\517_frame0.jpg,REAL
D:\deepfake-detector\data\frames\real\905\905_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\694_767\694_767_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\453\453_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\486_680\486_680_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\142\142_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\582_172\582_172_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\516\516_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\182\182_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\253\253_frame4.jpg,REAL
D:\deepfake-detector\data\frames\fake\068_028\068_028_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\448\448_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\149_152\149_152_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\059\059_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\419\419_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\925_933\925_933_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\612_702\612_702_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\440\440_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\538\538_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\611\611_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\536_540\536_540_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\662_641\662_641_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\072_037\072_037_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\091_116\091_116_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\147\147_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\353_383\353_383_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\079\079_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\246\246_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\332\332_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\075_977\075_977_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\404_429\404_429_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\401\401_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\717_684\717_684_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\997\997_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\701\701_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\853_863\853_863_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\736\736_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\796_740\796_740_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\753\753_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\468\468_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\719\719_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\379_158\379_158_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\739_865\739_865_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\916\916_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\899_914\899_914_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\579_701\579_701_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\622\622_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\393\393_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\051_332\051_332_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\131\131_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\301\301_frame0.jpg,REAL
D:\deepfake-detector\data\frames\real\615\615_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\369_316\369_316_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\160_928\160_928_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\427_637\427_637_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\731\731_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\028_068\028_068_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\526_436\526_436_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\518\518_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\169\169_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\907\907_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\727_729\727_729_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\020_344\020_344_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\531\531_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\434\434_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\618_629\618_629_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\517_521\517_521_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\051\051_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\276\276_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\719_737\719_737_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\861_858\861_858_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\510_528\510_528_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\043\043_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\487_477\487_477_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\226_491\226_491_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\106_198\106_198_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\827_817\827_817_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\351\351_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\888\888_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\675_608\675_608_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\019\019_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\737_719\737_719_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\508_831\508_831_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\274\274_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\511\511_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\167_166\167_166_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\290_240\290_240_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\024_073\024_073_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\083_213\083_213_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\301\301_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\189_200\189_200_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\969\969_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\134_192\134_192_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\219_220\219_220_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\659\659_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\396_272\396_272_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\572\572_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\057\057_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\226\226_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\548\548_frame4.jpg,REAL
D:\deepfake-detector\data\frames\fake\726_713\726_713_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\799_809\799_809_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\237_236\237_236_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\663_231\663_231_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\467\467_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\864\864_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\428_466\428_466_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\304_300\304_300_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\576\576_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\946\946_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\210\210_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\884\884_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\152\152_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\821\821_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\266_252\266_252_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\708_772\708_772_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\973\973_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\870_001\870_001_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\623_630\623_630_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\209_016\209_016_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\494_445\494_445_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\fake\591_605\591_605_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\084\084_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\468\468_frame4.jpg,REAL
D:\deepfake-detector\data\frames\fake\943_942\943_942_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\944\944_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\457\457_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\112\112_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\255_214\255_214_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\614\614_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\017_803\017_803_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\078_955\078_955_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\655\655_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\299_145\299_145_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\089_065\089_065_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\488_399\488_399_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\058_039\058_039_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\496_417\496_417_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\523\523_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\763_930\763_930_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\413_372\413_372_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\098_092\098_092_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\390_709\390_709_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\028\028_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\736\736_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\055_147\055_147_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\585\585_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\447\447_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\796_740\796_740_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\148_133\148_133_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\289\289_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\768\768_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\533_450\533_450_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\349_350\349_350_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\330\330_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\342\342_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\479_706\479_706_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\769_784\769_784_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\482_465\482_465_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\438_434\438_434_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\fake\041_063\041_063_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\fake\574_547\574_547_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\317\317_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\600\600_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\821\821_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\860\860_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\234_187\234_187_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\fake\581_697\581_697_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\373_394\373_394_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\991_064\991_064_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\491\491_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\522_337\522_337_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\273_807\273_807_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\152\152_frame0.jpg,REAL
D:\deepfake-detector\data\frames\real\270\270_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\677_671\677_671_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\505\505_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\044\044_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\591_605\591_605_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\173\173_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\367_371\367_371_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\703\703_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\041\041_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\271_264\271_264_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\678\678_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\660_634\660_634_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\431_447\431_447_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\874\874_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\982\982_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\979\979_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\730\730_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\034\034_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\451\451_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\027_009\027_009_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\283\283_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\859\859_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\972_718\972_718_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\413_372\413_372_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\036\036_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\207\207_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\553_545\553_545_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\869\869_frame4.jpg,REAL
D:\deepfake-detector\data\frames\fake\791_770\791_770_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\630\630_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\661_670\661_670_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\128\128_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\752\752_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\498_433\498_433_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\296\296_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\166\166_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\723_704\723_704_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\400\400_frame4.jpg,REAL
D:\deepfake-detector\data\frames\fake\962_929\962_929_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\467_462\467_462_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\139\139_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\752\752_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\065\065_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\828\828_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\357_432\357_432_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\214\214_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\173_171\173_171_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\823\823_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\597_595\597_595_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\394_373\394_373_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\230_204\230_204_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\840_800\840_800_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\320\320_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\676\676_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\657_644\657_644_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\270_297\270_297_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\fake\004_982\004_982_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\360\360_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\569_921\569_921_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\731_741\731_741_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\947_951\947_951_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\958_956\958_956_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\fake\881_856\881_856_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\606\606_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\640_638\640_638_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\962_929\962_929_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\920\920_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\346\346_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\474\474_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\068\068_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\882_952\882_952_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\593_577\593_577_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\773_652\773_652_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\164\164_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\195\195_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\690_689\690_689_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\352_319\352_319_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\300\300_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\477\477_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\114\114_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\874\874_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\385_414\385_414_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\291_874\291_874_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\431\431_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\530\530_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\627\627_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\826_833\826_833_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\039_058\039_058_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\526_436\526_436_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\664_668\664_668_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\798\798_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\208_215\208_215_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\735\735_frame0.jpg,REAL
D:\deepfake-detector\data\frames\real\723\723_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\669_682\669_682_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\939\939_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\286\286_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\436\436_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\392_339\392_339_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\726_713\726_713_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\257\257_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\076_079\076_079_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\460\460_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\458_722\458_722_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\198_106\198_106_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\456_435\456_435_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\710_788\710_788_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\904\904_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\437\437_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\714\714_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\940\940_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\028_068\028_068_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\268\268_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\361\361_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\968_884\968_884_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\965_948\965_948_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\299_145\299_145_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\760_611\760_611_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\759\759_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\936\936_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\601_653\601_653_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\546\546_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\168_222\168_222_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\077_100\077_100_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\750_743\750_743_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\722_458\722_458_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\534_490\534_490_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\966\966_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\022_489\022_489_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\836_950\836_950_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\843\843_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\099\099_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\199_181\199_181_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\478_506\478_506_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\712\712_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\182_242\182_242_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\399\399_frame4.jpg,REAL
D:\deepfake-detector\data\frames\fake\836_950\836_950_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\344\344_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\126_104\126_104_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\326\326_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\128\128_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\473\473_frame4.jpg,REAL
D:\deepfake-detector\data\frames\fake\431_447\431_447_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\182\182_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\205_184\205_184_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\849_771\849_771_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\507_418\507_418_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\845\845_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\602_397\602_397_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\185_276\185_276_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\771\771_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\087\087_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\320_328\320_328_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\140\140_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\223\223_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\465_482\465_482_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\307_365\307_365_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\961_069\961_069_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\fake\901_902\901_902_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\436\436_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\104_126\104_126_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\097_033\097_033_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\284_263\284_263_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\908_207\908_207_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\203\203_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\489_022\489_022_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\826\826_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\914_899\914_899_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\627\627_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\633_529\633_529_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\103\103_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\177_211\177_211_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\197\197_frame1.jpg,REAL
